id,company_name,promoter_name,gstin,pan,state,sector,annual_turnover_inr,annual_turnover_lakhs,net_profit_inr,profit_margin_pct,total_assets_inr,total_liabilities_inr,net_worth_inr,existing_loans_inr,collateral_value_inr,loan_requested_inr,loan_requested_lakhs,debt_equity_ratio,dscr,collateral_coverage,existing_loan_burden,business_vintage_years,employee_count,gst_filing_months,nil_filing_months,bank_gst_mismatch_pct,itc_ratio_pct,cibil_score,litigation_flag,promoter_risk_flag,ai_credit_score,risk_category,recommendation,default_flag
408,Shah Manufacturers LLP,Pooja Yadav,29TTTHL4172K2Z3,TTTHL4172K,Karnataka,Pharmaceuticals,20114388,201.1,4225576,21.01,7266020,3298791,3967228,2326329,4938083,5702368,57.0,0.83,8.03,0.87,0.12,22,6,8,4,13.97,36.76,501,1,1,87.3,LOW,APPROVE,0
409,Ashish Technologies Pvt Ltd,Vikram Iyer,27EEETM8843V1Z4,EEETM8843V,Maharashtra,Auto Components,31451971,314.5,3042196,9.67,16223158,10396071,5827086,7056376,6462518,9278625,92.8,1.78,3.55,0.7,0.22,2,27,10,2,10.47,20.06,715,0,0,75.1,LOW,APPROVE WITH CONDITIONS,0
410,Pooja Products LLP,Mohan Malhotra,24IIIBG3246Q1ZJ,IIIBG3246Q,Gujarat,Chemicals,33972574,339.7,-1483469,-4.37,31528966,25161951,6367015,16747360,41597938,20008403,200.1,3.95,0.3,2.08,0.49,21,9,11,1,29.79,8.48,346,0,0,42.3,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
411,Bhatt Industries & Co,Suresh Kulkarni,27MMMLO1727H1ZO,MMMLO1727H,Maharashtra,Auto Components,41081425,410.8,-1776107,-4.32,18737503,12365724,6371779,5360464,10138989,18262472,182.6,1.94,0.3,0.56,0.13,18,287,12,0,10.13,33.47,692,0,1,47.4,HIGH,HIGH RISK — COLLATERAL REQUIRED,0
412,Neha Suppliers Pvt Ltd,Ganesh Rao,27ZZZBR7358X3ZI,ZZZBR7358X,Maharashtra,Steel,97054213,970.5,6209906,6.4,31025107,19990777,11034330,13833318,13767643,52304222,523.0,1.81,1.29,0.26,0.14,19,7,10,2,1.71,12.19,849,0,0,89.8,LOW,APPROVE,0
413,Rajan Yadav Trading Co LLP,Mohan Joshi,07VVVGZ1202D2ZK,VVVGZ1202D,Delhi,Logistics,8996724,90.0,952694,10.59,3897756,2797621,1100135,1078342,2726655,4549038,45.5,2.54,2.27,0.6,0.12,4,35,8,4,43.65,22.59,603,0,0,80.2,LOW,APPROVE,0
414,Pooja Works Ltd,Rajan Patel,06EEEFU3858E3Z3,EEEFU3858E,Haryana,Manufacturing,9750546,97.5,450332,4.62,3420451,2487473,932978,1954650,2267970,6276834,62.8,2.67,0.78,0.36,0.2,20,5,10,2,7.08,45.89,663,0,0,63.5,MEDIUM,CONDITIONAL APPROVAL,0
415,Satish Works Ltd,Ritu Desai,24QQQBH4343K3ZN,QQQBH4343K,Gujarat,Chemicals,33482418,334.8,4727264,14.12,13920371,4680077,9240294,1674936,2097689,15174120,151.7,0.51,3.37,0.14,0.05,5,10,7,5,39.59,5.73,624,1,0,53.5,HIGH,CONDITIONAL APPROVAL,0
416,Jain & Agarwal Technologies Pvt Ltd,Anil Gupta,20AAABT4464Z2ZW,AAABT4464Z,Jharkhand,Steel,15264324,152.6,815638,5.34,7407608,5546315,1861293,3707113,6270780,6757137,67.6,2.98,1.31,0.93,0.24,16,23,11,1,23.82,10.49,595,0,0,69.2,MEDIUM,APPROVE WITH CONDITIONS,0
417,Deshpande & Agarwal Technologies Ltd,Arjun Sethi,27SSSGH6385H2ZE,SSSGH6385H,Maharashtra,Steel,14980536,149.8,1289437,8.61,5609456,4698967,910488,3086195,3077611,7260897,72.6,5.16,1.92,0.42,0.21,18,102,7,5,31.99,18.42,624,0,0,69.7,MEDIUM,APPROVE WITH CONDITIONS,0
418,Manish Joshi Enterprises Pvt Ltd,Vikas Modi,27YYYLV3263T2ZI,YYYLV3263T,Maharashtra,IT/ITES,16923804,169.2,3043229,17.98,11005476,9999859,1005617,4303957,3799786,6098269,61.0,9.94,5.41,0.62,0.25,16,70,6,6,35.13,31.75,562,1,0,27.8,VERY HIGH,REJECT,1
419,Priya Chopra International Pvt Ltd,Mahesh Agarwal,36BBBLA3735C1ZW,BBBLA3735C,Telangana,IT/ITES,17923480,179.2,3674180,20.5,6025469,2724741,3300728,1837062,2896713,6235754,62.4,0.83,6.38,0.46,0.1,17,16,11,1,24.02,44.38,748,0,1,100.0,LOW,APPROVE,0
420,Neha Brothers Ltd,Naresh Reddy,09YYYJW3205X1ZW,YYYJW3205X,Uttar Pradesh,Chemicals,29531680,295.3,1346655,4.56,21018502,16794195,4224307,9574575,17736507,15395682,154.0,3.98,0.95,1.15,0.32,4,6,11,1,22.83,30.52,795,0,0,60.3,MEDIUM,CONDITIONAL APPROVAL,0
421,Satish Enterprises Ltd,Divya Sethi,24NNNGK7292K1Z9,NNNGK7292K,Gujarat,Auto Components,47320109,473.2,3223187,6.81,43135417,14989180,28146237,9742424,22932366,22394087,223.9,0.53,1.56,1.02,0.21,21,33,7,5,40.51,15.43,300,0,0,70.7,MEDIUM,APPROVE WITH CONDITIONS,0
422,Mishra Industries LLP,Neha Desai,27HHHEI3310D1ZZ,HHHEI3310D,Maharashtra,Food Processing,20556873,205.6,1183494,5.76,7976377,2582372,5394005,1606985,1350646,12340894,123.4,0.48,1.04,0.11,0.08,6,75,12,0,16.24,9.22,556,0,0,75.1,LOW,APPROVE WITH CONDITIONS,0
423,Dinesh Suppliers,Rakesh Sharma,27IIIED6795Z1ZE,IIIED6795Z,Maharashtra,Manufacturing,30022144,300.2,1376423,4.58,11701030,7997278,3703751,2742596,6927316,9163320,91.6,2.16,1.63,0.76,0.09,22,45,7,5,7.74,2.82,779,0,0,100.0,LOW,APPROVE,0
424,Jain Fabrics,Deepak Sharma,27IIIJE8938F3ZV,IIIJE8938F,Maharashtra,Textile,5967115,59.7,662760,11.11,3920004,2273512,1646492,839389,933484,2234885,22.3,1.38,3.21,0.42,0.14,1,25,8,4,14.48,21.43,644,0,0,82.4,LOW,APPROVE,0
425,Bhatia & Sethi International Pvt Ltd,Anil Yadav,36QQQEF5916H2ZV,QQQEF5916H,Telangana,IT/ITES,13313876,133.1,3802036,28.56,12749581,10420878,2328703,3708858,4608878,3569686,35.7,4.47,8.88,1.29,0.28,22,15,11,1,34.61,30.36,579,0,0,99.5,LOW,APPROVE,0
426,Joshi & Bhatia Brothers LLP,Sunita Nair,29PPPJT7750V1Z1,PPPJT7750V,Karnataka,Retail,7625304,76.3,234281,3.07,3193531,2764729,428802,2084368,3249976,1312212,13.1,6.45,0.97,2.48,0.27,3,18,10,2,16.41,13.47,532,0,1,27.9,VERY HIGH,REJECT,1
427,Manish Verma Works & Co,Ramesh Tiwari,33OOOLH3728R1Z7,OOOLH3728R,Tamil Nadu,Textile,6904502,69.0,247097,3.58,2611802,1031059,1580743,460899,876845,2261150,22.6,0.65,1.18,0.39,0.07,5,116,12,0,26.02,24.74,686,0,1,60.9,MEDIUM,CONDITIONAL APPROVAL,0
428,Mehta Fabrics LLP,Mahesh Iyer,27JJJCL6431N1ZZ,JJJCL6431N,Maharashtra,Chemicals,30113661,301.1,2674349,8.88,13402293,12119409,1282884,7251404,15964609,10176199,101.8,9.45,2.85,1.57,0.24,12,56,7,5,20.73,8.97,522,0,0,47.8,HIGH,HIGH RISK — COLLATERAL REQUIRED,0
429,Suresh Shah Suppliers & Co,Harish Iyer,06CCCBC9265X3ZQ,CCCBC9265X,Haryana,Manufacturing,68980054,689.8,3138970,4.55,54021691,44512082,9509609,20089460,26045088,28304052,283.0,4.68,1.2,0.92,0.29,18,39,9,3,45.83,17.93,731,0,0,59.7,MEDIUM,CONDITIONAL APPROVAL,0
430,Kiran Rao Brothers Pvt Ltd,Sunita Reddy,07NNNBH7657R2ZU,NNNBH7657R,Delhi,Retail,11454470,114.5,106263,0.93,6166087,3489818,2676269,1697762,1966661,3757415,37.6,1.3,0.31,0.52,0.15,17,7,11,1,40.69,53.66,638,0,0,66.2,MEDIUM,APPROVE WITH CONDITIONS,0
431,Arjun Industries LLP,Kapil Sharma,29UUUBD3773G2ZF,UUUBD3773G,Karnataka,Retail,17821917,178.2,816105,4.58,6004011,5370719,633292,3883292,3475409,10210587,102.1,8.48,0.87,0.34,0.22,27,36,12,0,30.13,13.8,682,0,0,38.2,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
432,Jain Technologies Pvt Ltd,Anil Kumar,09PPPPP6128U1ZK,PPPPP6128U,Uttar Pradesh,Chemicals,43943021,439.4,3421636,7.79,37375606,17862983,19512622,7374487,19658996,26493947,264.9,0.92,1.4,0.74,0.17,23,42,12,0,16.93,3.74,884,0,0,100.0,LOW,APPROVE,0
433,Chopra Exports,Paresh Nair,29UUUPP3291X3ZQ,UUUPP3291X,Karnataka,Food Processing,7860261,78.6,501030,6.37,2977553,2343432,634121,1957584,4451852,2178901,21.8,3.7,2.22,2.04,0.25,15,54,5,7,46.72,9.19,406,0,0,69.2,MEDIUM,APPROVE WITH CONDITIONS,0
434,Deepak Singh Trading Co Pvt Ltd,Neha Kumar,33EEECQ8763A2ZQ,EEECQ8763A,Tamil Nadu,Retail,4544573,45.4,158231,3.48,1834306,1438541,395766,698481,955751,1749452,17.5,3.63,0.98,0.55,0.15,15,13,7,5,31.62,14.81,416,0,0,44.2,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
435,Paresh Khanna Technologies Ltd,Sunil Malhotra,03GGGGJ7982S3ZJ,GGGGJ7982S,Punjab,Manufacturing,46689105,466.9,6986703,14.96,31517372,28535181,2982191,19229624,28673330,29719205,297.2,9.57,2.55,0.96,0.41,9,23,11,1,40.43,19.24,566,0,1,30.9,VERY HIGH,REJECT,1
436,Kapil Kumar Trading Co Pvt Ltd,Vikram Khanna,08GGGCA4798G1Z9,GGGCA4798G,Rajasthan,Chemicals,31839755,318.4,5009393,15.73,26135395,16887978,9247417,10196779,9199147,8696882,87.0,1.83,4.26,1.06,0.32,18,153,6,6,29.12,59.37,657,0,0,97.4,LOW,APPROVE,0
437,Yadav & Patel Solutions Ltd,Ashish Chopra,33CCCTG3721U2Z9,CCCTG3721U,Tamil Nadu,IT/ITES,14800614,148.0,3835347,25.91,14042355,7399793,6642562,4027805,5680439,5851614,58.5,1.11,7.1,0.97,0.27,5,11,10,2,34.39,11.62,675,0,0,94.0,LOW,APPROVE,0
438,Mohan Industries,Mohan Gupta,27OOOHQ4193A3ZJ,OOOHQ4193A,Maharashtra,Food Processing,14051025,140.5,1225506,8.72,8534522,7634999,899523,5683523,6215465,7346169,73.5,8.49,1.81,0.85,0.4,24,48,11,1,12.22,16.88,560,0,1,38.8,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
439,Paresh Patel Works,Pooja Gupta,20PPPCP9938Z1Z2,PPPCP9938Z,Jharkhand,Steel,130170722,1301.7,11595998,8.91,54987380,22304215,32683165,12775120,9091850,44693772,446.9,0.68,2.81,0.2,0.1,29,23,12,0,13.85,32.11,732,0,0,100.0,LOW,APPROVE,0
440,Kapil Suppliers Ltd,Rakesh Bhatia,24XXXAK6185W1ZN,XXXAK6185W,Gujarat,Chemicals,35230928,352.3,2865289,8.13,12418265,8456432,3961833,4245361,11312821,7692195,76.9,2.13,4.04,1.47,0.12,14,118,4,8,8.52,37.91,523,0,0,81.0,LOW,APPROVE,0
441,Patel Associates Pvt Ltd,Harish Mishra,24WWWBS8585C1Z5,WWWBS8585C,Gujarat,Pharmaceuticals,74260110,742.6,10679122,14.38,48169767,32568799,15600967,15246869,35515097,23085551,230.9,2.09,5.01,1.54,0.21,13,24,5,7,22.45,18.93,454,1,0,78.5,LOW,APPROVE WITH CONDITIONS,0
442,Nair Enterprises LLP,Mahesh Malhotra,36KKKLH4084I1ZB,KKKLH4084I,Telangana,Pharmaceuticals,72316486,723.2,45997,0.06,53598151,35774212,17823939,26351866,30732500,35761778,357.6,2.01,0.3,0.86,0.36,4,24,5,7,27.17,5.33,765,1,0,43.4,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
443,Anil Fabrics,Paresh Malhotra,27JJJFK9253R3ZH,JJJFK9253R,Maharashtra,Pharmaceuticals,39171323,391.7,6304249,16.09,27499427,14374437,13124990,10394253,24900998,21299290,213.0,1.1,3.21,1.17,0.27,23,55,9,3,40.94,32.39,840,0,0,100.0,LOW,APPROVE,0
444,Kapoor & Chopra Suppliers LLP,Vikram Nair,20FFFLP6483K3Z6,FFFLP6483K,Jharkhand,Steel,135215663,1352.2,12924839,9.56,45829125,31343624,14485500,17095632,39704690,55791230,557.9,2.16,2.51,0.71,0.13,25,11,10,2,50.78,13.66,821,0,0,96.5,LOW,APPROVE,0
445,Suresh Kumar Fabrics Pvt Ltd,Harish Singh,08HHHPD7897N2ZP,HHHPD7897N,Rajasthan,Chemicals,20519594,205.2,2125064,10.36,18782062,6813371,11968691,2276003,4246900,10039027,100.4,0.57,2.29,0.42,0.11,26,73,11,1,14.42,9.92,676,1,0,89.3,LOW,APPROVE,0
446,Kumar & Deshpande Enterprises LLP,Mukesh Tandon,09FFFGJ2316F1ZD,FFFGJ2316F,Uttar Pradesh,Chemicals,15825425,158.3,1807687,11.42,11833520,4777142,7056378,3131990,7929340,3828740,38.3,0.68,5.0,2.07,0.2,21,16,4,8,52.17,9.04,697,0,0,100.0,LOW,APPROVE,0
447,Sunita Agarwal International LLP,Sunita Agarwal,33YYYCM6359J3ZR,YYYCM6359J,Tamil Nadu,IT/ITES,9411585,94.1,2948703,31.33,3731982,3343500,388482,2757814,4667486,6052987,60.5,8.61,5.28,0.77,0.29,22,37,12,0,18.69,17.82,777,1,1,53.4,HIGH,CONDITIONAL APPROVAL,0
448,Sunita Products & Co,Naresh Khanna,27MMMEF7974E2ZJ,MMMEF7974E,Maharashtra,Food Processing,7245298,72.5,146494,2.02,3398225,2770006,628219,1913324,2819190,1733840,17.3,4.41,0.66,1.63,0.26,11,27,9,3,30.96,14.14,614,0,1,46.8,HIGH,HIGH RISK — COLLATERAL REQUIRED,0
449,Kulkarni & Sinha Enterprises Pvt Ltd,Priya Jain,27PPPEV7581N1ZJ,PPPEV7581N,Maharashtra,Textile,19825671,198.3,1993369,10.05,7439730,6533856,905873,3355819,7714377,11365859,113.7,7.21,1.9,0.68,0.17,14,110,7,5,7.61,17.56,900,0,0,83.6,LOW,APPROVE,0
450,Paresh Exports LLP,Deepak Desai,24TTTJN1795O2Z2,TTTJN1795O,Gujarat,Pharmaceuticals,75530743,755.3,6346757,8.4,25965286,20164351,5800936,10481866,26898450,27750072,277.5,3.48,2.48,0.97,0.14,20,12,7,5,15.4,12.94,575,0,0,82.9,LOW,APPROVE,0
451,Ashish Trading Co,Paresh Sharma,09LLLAR7491H1Z5,LLLAR7491H,Uttar Pradesh,Chemicals,34948040,349.5,-1562146,-4.47,19405102,17438099,1967004,6617601,6330504,6471120,64.7,8.87,0.3,0.98,0.19,1,76,6,6,11.94,14.15,563,0,0,0.0,VERY HIGH,REJECT,1
452,Vikram Suppliers Pvt Ltd,Deepak Iyer,24XXXGN7565A1ZG,XXXGN7565A,Gujarat,Pharmaceuticals,35093457,350.9,6626663,18.88,11197369,6058765,5138604,2517392,1596576,16699316,167.0,1.18,4.3,0.1,0.07,13,51,12,0,7.25,11.1,735,1,0,94.8,LOW,APPROVE,0
453,Arjun Industries,Neha Bhatia,27NNNFA7788V1ZH,NNNFA7788V,Maharashtra,Logistics,20729257,207.3,2196036,10.59,7127075,5558992,1568083,4458066,8555363,12880226,128.8,3.55,1.85,0.66,0.22,9,47,10,2,29.22,18.24,758,0,0,71.4,MEDIUM,APPROVE WITH CONDITIONS,0
454,Ganesh Products LLP,Harish Desai,22KKKHO3486O3ZV,KKKHO3486O,Chhattisgarh,Steel,53138488,531.4,1792670,3.37,19402832,10736143,8666689,5259636,6028290,8505116,85.1,1.24,2.28,0.71,0.1,12,61,7,5,6.37,12.23,596,0,0,80.3,LOW,APPROVE,0
455,Anil Enterprises LLP,Deepak Kumar,09LLLTN7805Y1ZI,LLLTN7805Y,Uttar Pradesh,Chemicals,24251780,242.5,3140893,12.95,10766266,8205795,2560471,5332954,10310420,5383228,53.8,3.2,5.1,1.92,0.22,13,15,12,0,44.18,59.72,662,0,0,82.8,LOW,APPROVE,0
456,Sunita Reddy Solutions LLP,Manish Kapoor,33YYYHU2730V3ZK,YYYHU2730V,Tamil Nadu,IT/ITES,23010610,230.1,6032415,26.22,8890164,4538596,4351569,1481134,3595185,10872127,108.7,1.04,6.01,0.33,0.06,2,8,11,1,16.91,54.07,627,0,0,100.0,LOW,APPROVE,0
457,Sinha & Patel Suppliers & Co,Rakesh Kumar,24UUUAT4673E3ZW,UUUAT4673E,Gujarat,Pharmaceuticals,10940039,109.4,1758904,16.08,8717941,7888134,829807,6007746,9933449,3415335,34.2,9.51,2.54,2.91,0.55,23,31,4,8,5.15,7.9,834,0,0,72.8,MEDIUM,APPROVE WITH CONDITIONS,0
458,Sethi Manufacturers Pvt Ltd,Neha Agarwal,29GGGHE5800C1ZD,GGGHE5800C,Karnataka,Retail,15769064,157.7,216723,1.37,10311915,9261018,1050897,5232439,13200630,4951649,49.5,8.81,0.36,2.67,0.33,13,15,10,2,17.28,11.52,550,0,0,24.3,VERY HIGH,REJECT,1
459,Anil Patel Trading Co LLP,Kapil Nair,24MMMBZ7833I3ZY,MMMBZ7833I,Gujarat,Textile,30223408,302.2,2918683,9.66,10463766,9073103,1390663,3254589,8629225,18350317,183.5,6.52,1.72,0.47,0.11,9,38,10,2,11.16,23.92,551,0,0,51.6,HIGH,CONDITIONAL APPROVAL,0
460,Nair International Ltd,Kapil Desai,20HHHJG5333D2Z4,HHHJG5333D,Jharkhand,Steel,117877648,1178.8,11049708,9.37,37289681,16043742,21245939,12710727,19244921,67828605,678.3,0.76,1.76,0.28,0.11,11,198,7,5,10.22,19.36,669,0,0,86.4,LOW,APPROVE,0
461,Kiran Solutions LLP,Kapil Shah,27WWWCS5992P3ZS,WWWCS5992P,Maharashtra,Textile,30377877,303.8,2273877,7.49,28003090,11947291,16055799,5350593,12148759,17345882,173.5,0.74,1.42,0.7,0.18,25,141,8,4,42.38,43.13,796,0,0,83.6,LOW,APPROVE,0
462,Ritu Traders LLP,Arjun Bhatt,06TTTCL3553S3ZK,TTTCL3553S,Haryana,Auto Components,36267006,362.7,4905310,13.53,24600255,12393521,12206734,8459957,16820392,19193749,191.9,1.02,2.77,0.88,0.23,28,13,5,7,33.34,21.69,563,0,0,90.3,LOW,APPROVE,0
463,Arjun Mishra International,Ramesh Sethi,27GGGHP8525S3Z0,GGGHP8525S,Maharashtra,Food Processing,18528489,185.3,1511264,8.16,8120894,6593078,1527816,2664378,6382096,3771415,37.7,4.32,4.34,1.69,0.14,1,59,12,0,9.26,37.2,562,0,1,68.1,MEDIUM,APPROVE WITH CONDITIONS,0
464,Reddy & Rao Works & Co,Neha Mehta,21HHHFW8472F1ZH,HHHFW8472F,Odisha,Steel,33661292,336.6,2999711,8.91,10767008,8636085,2130923,2767297,2952908,10449383,104.5,4.05,3.11,0.28,0.08,25,15,9,3,15.28,20.14,703,0,0,89.8,LOW,APPROVE,0
465,Mishra & Kapoor Industries Ltd,Mohan Arora,27CCCJG2636R3ZD,CCCJG2636R,Maharashtra,Logistics,31973895,319.7,1286046,4.02,10816122,8785867,2030255,7102096,3591349,17646359,176.5,4.33,0.79,0.2,0.22,22,32,12,0,6.94,9.85,778,0,1,53.9,HIGH,CONDITIONAL APPROVAL,0
466,Ritu Trading Co Pvt Ltd,Naresh Sethi,36RRRFK5510V3ZW,RRRFK5510V,Telangana,Pharmaceuticals,43738972,437.4,3636934,8.32,25217637,17206223,8011413,11855099,6430439,24847983,248.5,2.15,1.59,0.26,0.27,7,132,9,3,18.46,14.47,588,0,0,65.8,MEDIUM,APPROVE WITH CONDITIONS,0
467,Kumar & Joshi Fabrics LLP,Mohan Reddy,27JJJHY9690P1ZJ,JJJHY9690P,Maharashtra,Chemicals,16451244,164.5,2325272,14.13,9290464,2813508,6476957,934482,2340924,9687327,96.9,0.43,2.6,0.24,0.06,24,58,12,0,30.11,14.44,692,0,0,100.0,LOW,APPROVE,0
468,Sunil Trading Co Ltd,Kiran Sinha,24XXXHX6166O2ZR,XXXHX6166O,Gujarat,Auto Components,8315023,83.2,456927,5.5,2702661,2279543,423118,936113,1552724,4791449,47.9,5.39,1.03,0.32,0.11,25,107,12,0,11.11,47.11,588,0,0,64.5,MEDIUM,CONDITIONAL APPROVAL,0
469,Malhotra & Arora Manufacturers Ltd,Ramesh Mehta,33ZZZFT9240O2Z6,ZZZFT9240O,Tamil Nadu,Textile,4754243,47.5,390915,8.22,1746044,515913,1230132,429009,217881,1118550,11.2,0.42,3.79,0.19,0.09,28,128,12,0,48.15,22.55,538,0,0,93.1,LOW,APPROVE,0
470,Rajan Fabrics & Co,Paresh Sethi,33EEEBK7779E1ZJ,EEEBK7779E,Tamil Nadu,Textile,6430248,64.3,358573,5.58,2224281,1982549,241733,781774,701800,1643221,16.4,8.2,2.36,0.43,0.12,25,44,8,4,26.95,49.23,851,0,1,56.9,MEDIUM,CONDITIONAL APPROVAL,0
471,Kavita Khanna Associates LLP,Satish Arora,27WWWGI1379E1ZQ,WWWGI1379E,Maharashtra,Food Processing,8703437,87.0,790674,9.08,3245534,2697661,547873,1415565,1403659,3608762,36.1,4.92,2.37,0.39,0.16,28,52,9,3,19.01,27.87,699,0,0,77.9,LOW,APPROVE WITH CONDITIONS,0
472,Neha Trading Co,Neha Chopra,06YYYBR3592Z3Z5,YYYBR3592Z,Haryana,Auto Components,25554367,255.5,2693834,10.54,18274091,3332374,14941717,2729221,5760839,8532415,85.3,0.22,3.42,0.68,0.11,1,60,11,1,5.98,8.22,300,0,0,85.6,LOW,APPROVE,0
473,Neha Mishra Associates & Co,Mahesh Verma,08HHHHN3465I1ZK,HHHHN3465I,Rajasthan,Textile,30621086,306.2,1343173,4.39,9852218,8880020,972198,3327255,4838671,14172379,141.7,9.13,1.03,0.34,0.11,18,36,8,4,33.95,6.36,412,0,1,17.7,VERY HIGH,REJECT,1
474,Tiwari & Malhotra Industries LLP,Sunita Mishra,07GGGFJ3675N2ZE,GGGFJ3675N,Delhi,Logistics,9570479,95.7,1001014,10.46,3811225,3140701,670524,2200616,3268290,3515289,35.2,4.68,3.08,0.93,0.23,4,44,10,2,19.62,13.9,475,0,0,70.7,MEDIUM,APPROVE WITH CONDITIONS,0
475,Divya Deshpande Suppliers Ltd,Neha Patel,29SSSPD3668Y1Z7,SSSPD3668Y,Karnataka,Food Processing,29169434,291.7,773137,2.65,14515712,10584054,3931658,7545827,17345599,7517473,75.2,2.69,0.89,2.31,0.26,23,43,9,3,50.43,23.16,523,0,0,64.5,MEDIUM,CONDITIONAL APPROVAL,0
476,Joshi Industries Pvt Ltd,Ritu Sharma,08JJJBN5926H3Z5,JJJBN5926H,Rajasthan,Textile,6605555,66.1,196646,2.98,2255286,1690221,565065,702680,1782042,1972772,19.7,2.99,1.08,0.9,0.11,28,17,11,1,35.28,7.51,676,0,0,76.5,LOW,APPROVE WITH CONDITIONS,0
477,Paresh Modi Associates Pvt Ltd,Suresh Kulkarni,27FFFLF3861Q1ZB,FFFLF3861Q,Maharashtra,Textile,36775994,367.8,4008872,10.9,26723400,10057272,16666127,3342130,6494695,23571748,235.7,0.6,1.84,0.28,0.09,12,265,9,3,14.98,14.41,684,0,0,85.3,LOW,APPROVE,0
478,Rajesh Deshpande Technologies Pvt Ltd,Harish Tandon,08MMMTX9604F1Z6,MMMTX9604F,Rajasthan,Textile,26433812,264.3,-1212991,-4.59,12569165,6254794,6314372,4585112,5048030,14126758,141.3,0.99,0.3,0.36,0.17,14,20,8,4,20.71,20.74,522,0,1,38.1,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
479,Sunil Reddy Fabrics Pvt Ltd,Vikram Reddy,29WWWBP9074X3ZC,WWWBP9074X,Karnataka,Retail,6600082,66.0,281339,4.26,2112208,1612835,499373,633584,1018312,1429489,14.3,3.23,2.13,0.71,0.1,29,17,12,0,45.77,7.52,541,0,0,77.8,LOW,APPROVE WITH CONDITIONS,0
480,Kavita Sinha Products Pvt Ltd,Vikram Kumar,33SSSPQ5370Y1ZK,SSSPQ5370Y,Tamil Nadu,Auto Components,31823905,318.2,3036941,9.54,22108655,13827300,8281355,8617647,7126398,18431626,184.3,1.67,1.78,0.39,0.27,18,78,12,0,8.4,36.55,441,0,0,100.0,LOW,APPROVE,0
481,Rajan International LLP,Dinesh Sinha,36SSSLO4519O3ZG,SSSLO4519O,Telangana,IT/ITES,24156312,241.6,78210,0.32,8044688,2576777,5467912,887796,2222558,6547140,65.5,0.47,0.3,0.34,0.04,6,8,5,7,7.2,14.82,726,0,0,62.2,MEDIUM,CONDITIONAL APPROVAL,0
482,Rakesh Traders,Kapil Gupta,29DDDBR5844E2ZJ,DDDBR5844E,Karnataka,IT/ITES,4610738,46.1,1129836,24.5,1809120,673632,1135488,271477,567955,2331222,23.3,0.59,5.25,0.24,0.06,14,116,7,5,38.96,46.66,700,0,0,100.0,LOW,APPROVE,0
483,Iyer Industries LLP,Harish Shah,07FFFBV3713U3ZE,FFFBV3713U,Delhi,Logistics,14671979,146.7,962869,6.56,5641720,4740720,901000,3415381,4360125,2795838,28.0,5.26,2.44,1.56,0.23,16,21,9,3,11.41,22.37,681,0,0,89.4,LOW,APPROVE,0
484,Agarwal & Reddy Exports Pvt Ltd,Anil Singh,03TTTBB7723E1ZU,TTTBB7723E,Punjab,Manufacturing,50769167,507.7,3258673,6.42,20131834,16254980,3876854,9919993,19494649,9090091,90.9,4.19,2.85,2.14,0.2,9,117,4,8,10.73,29.77,788,0,0,85.2,LOW,APPROVE,0
485,Arjun Sethi Exports Pvt Ltd,Neha Chopra,29QQQGQ2681Y3ZU,QQQGQ2681Y,Karnataka,Food Processing,24386290,243.9,1544791,6.33,21993589,19082331,2911258,7526816,19894150,13303616,133.0,6.55,1.26,1.5,0.31,25,50,6,6,17.55,8.85,522,0,0,55.7,MEDIUM,CONDITIONAL APPROVAL,0
486,Naresh Solutions Ltd,Anita Nair,21HHHPD2451X3ZN,HHHPD2451X,Odisha,Steel,49628295,496.3,2298216,4.63,26853444,21146116,5707328,6455817,7518210,9934586,99.3,3.71,2.51,0.76,0.13,5,6,11,1,8.7,30.65,678,0,0,76.8,LOW,APPROVE WITH CONDITIONS,0
487,Modi & Rao International & Co,Sunita Sharma,24HHHTN5354D3ZV,HHHTN5354D,Gujarat,Chemicals,31306753,313.1,-1424468,-4.55,11332078,8912543,2419534,2716855,1547451,16376995,163.8,3.68,0.3,0.09,0.09,11,34,10,2,9.14,29.48,522,0,0,39.9,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
488,Suresh Suppliers LLP,Ashish Rao,09ZZZEX8074V1ZD,ZZZEX8074V,Uttar Pradesh,Chemicals,10754472,107.5,785824,7.31,8062718,5666455,2396263,3733598,7980656,2480441,24.8,2.36,1.82,3.22,0.35,2,124,12,0,26.66,13.76,444,0,0,73.2,MEDIUM,APPROVE WITH CONDITIONS,0
489,Arjun International Ltd,Divya Yadav,24YYYCG9966U2ZP,YYYCG9966U,Gujarat,Auto Components,15683568,156.8,716815,4.57,5977476,5345641,631835,1807118,4774777,7100043,71.0,8.46,1.09,0.67,0.12,27,17,8,4,18.66,13.4,573,0,0,40.8,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
